,words,repeated
1448,Watch Laser,0
1449,Laser Eyes,0
1450,Death by,0
1451,by thousand,2
1452,thousand cuts,1
1453,cuts is,1
1454,is coming,1
1455,coming to,1
1456,to Bitcoin,0
1457,Crypto Bubbles,0
1458,Bubbles You,0
1459,are out,1
1460,out of,13
1461,The System,0
1462,System if,0
1463,if you,26
1464,are connected,1
1465,connected to,1
1466,the Crypto,0
1467,Crypto business,0
1468,business in,2
1469,in any,1
1470,any form,1
1471,form or,1
1472,or shape,0
1473,shape httpstcoBpCJBWKjkg,0
1474,Silver silversqueezeâšï,0
1475,silversqueezeâšï httpstcowxJAGTEO,0
1476,NFT The,0
1477,The Bull,0
1478,Bull Trap,0
1479,Trap of,0
1480,of Denial,0
1481,Stay safe,0
1482,safe KK,0
1483,War Chinas,0
1484,Chinas Gold,0
1485,Gold And,0
1486,And Bitcoin,0
1487,Bitcoin Crypto,0
1488,Crypto Dragons,0
1489,Dragons httpstcoBpCJBWKjkg,0
1490,MSTR GBTC,0
1491,GBTC ARKK,0
1492,ARKK GLXY,0
1493,GLXY COIN,0
1494,COIN Binance,0
1495,Binance IRS,0
1496,IRS DOJ,0
1497,DOJ CFTC,0
1498,CFTC SEC,0
1499,SEC FED,0
1500,silversqueezeâšï httpstcoZjaXTVEvV,0
1501,Itâs because,0
1502,because that,1
1503,that era,1
1504,era there,1
1505,there were,2
1506,were emcees,1
1507,emcees in,1
1508,the same,19
1509,same room,0
1510,room You,0
1511,You had,0
1512,had to,1
1513,to battle,1
1514,battle to,1
1515,be heard,0
1516,heard Art,0
1517,war httpstcoPgmVyPdrmz,0
1518,My translation,0
1519,translation of,3
1520,all Bitcoin,0
1521,Bitcoin signals,0
1522,signals coming,2
1523,coming from,2
1524,from China,0
1525,Crypto Mania,0
1526,Mania Death,0
1527,Death By,0
1528,By Thousand,0
1529,Thousand Cuts,0
1530,GLXY Binance,0
1531,DOJ FED,0
1532,FED CFTC,0
1533,SEC cryptoexchange,0
1534,silversqueezeâšï httpstcoeQGPgopUFV,0
1535,abigailm It,0
1536,It depends,0
1537,depends on,1
1538,on what,2
1539,what your,1
1540,your definition,1
1541,definition of,1
1542,a leader,7
1543,leader is,1
1544,is There,0
1545,is a,44
1546,a good,8
1547,good book,1
1548,book called,2
1549,called The,0
1550,Tzu There,0
1551,a quote,2
1552,quote I,0
1553,I love,0
1554,love amp,0
1555,amp live,0
1556,live by,0
1557,by In,0
1558,In order,0
1559,order to,2
1560,lead people,0
1561,people walk,0
1562,walk behind,1
1563,behind them,0
1564,them by,0
1565,by Lao,0
1566,Lao Tzu,0
1567,Tzu Good,0
1568,Good reading,0
1569,all signals,2
1570,China maybe,0
1571,maybe you,0
1572,you still,3
1573,still can,2
1574,can hodl,1
1575,hodl your,1
1576,your Crypto,0
1577,Crypto in,0
1578,in your,8
1579,your wallet,0
1580,wallet but,0
1581,all Crypto,0
1582,Crypto including,0
1583,including Bitcoin,0
1584,Bitcoin will,0
1585,be totally,1
1586,totally unplugged,1
1587,unplugged from,1
1588,the financial,1
1589,financial system,0
1590,system httpstcoBpCJBWKjkg,0
1591,httpstcoBpCJBWKjkg Binance,0
1592,Silver Hedge,0
1593,TetherâƒïâïðŸ httpstcoTFmhwxsII,0
1594,Invest in,0
1595,your own,6
1596,own Google,0
1597,Google Translator,0
1598,Translator amp,0
1599,amp watch,0
1600,watch Chinese,0
1601,Chinese Dragon,0
1602,Dragon very,0
1603,very carefully,0
1604,carefully This,0
1605,a beautiful,3
1606,beautiful creature,0
1607,creature but,0
1608,but it,4
1609,it will,4
1610,will burn,1
1611,burn you,1
1612,you alive,1
1613,alive once,1
1614,once you,1
1615,you decide,1
1616,decide to,2
1617,to come,2
1618,come close,1
1619,close amp,0
1620,amp kiss,0
1621,kiss it,0
1622,it httpstcoBpCJBWKjkg,0
1623,httpstcoBpCJBWKjkg BTC,0
1624,Silver silversqueeze,0
1625,silversqueeze httpstcoXYuhZqjU,0
1626,Beautiful in,0
1627,in one,4
1628,one way,0
1629,way the,2
1630,the sun,3
1631,sun the,42
1632,the flags,0
1633,flags the,0
1634,the chap,1
1635,chap bottom,1
1636,bottom left,0
1637,left the,3
1638,the cost,1
1639,cost of,1
1640,of flags,0
1641,flags manet,0
1642,manet flags,0
1643,flags france,0
1644,france war,0
1645,war sunshine,0
1646,sunshine art,0
1647,art painting,0
1648,painting httpstcoqsmuLZWX,0
1649,Great results,0
1650,results can,3
1651,can be,8
1652,be achieved,3
1653,achieved by,3
1654,by small,3
1655,small teams,3
1656,teams focused,3
1657,focused on,3
1658,the correct,3
1659,correct actions,0
1660,actions The,0
1661,love references,1
1662,references to,1
1663,war httpstcodfmLMVMS,0
1664,BAPBangyongguk Thank,0
1665,Thank you,0
1666,you has,6
1667,has become,7
1668,become a,8
1669,leader the,6
1670,the best,15
1671,best in,6
1672,the group,0
1673,group Youve,0
1674,Youve really,0
1675,really worked,6
1676,worked hard,0
1677,hard Thank,0
1678,you so,7
1679,so much,1
1680,much I,0
1681,I always,0
1682,always remember,6
1683,remember the,6
1684,the quote,6
1685,quote MAKE,0
1686,MAKE ART,0
1687,ART NOT,0
1688,NOT WAR,0
1689,WAR Keep,0
1690,Keep your,0
1691,your health,6
1692,health because,6
1693,because the,9
1694,the BABYS,0
1695,BABYS is,0
1696,is still,10
1697,still waiting,6
1698,waiting for,9
1699,of your,14
1700,your greatest,0
1701,greatest SARANGHAEYO,0
1702,touristms In,0
1703,the battle,1
1704,battle field,1
1705,field of,1
1706,war all,4
1707,all is,4
1708,is fair,0
1709,fair The,0
1710,July MAGAanalysis,0
1711,Charlottesvilleâs Missing,0
1712,Missing Monuments,0
1713,Monuments Chinaâs,0
1714,Chinaâs Joy,0
1715,Joy Local,0
1716,Local Vacancies,0
1717,Ultimate excellence,0
1718,excellence lies,1
1719,Not in,0
1720,in winning,2
1721,Every battle,0
1722,But in,0
1723,in defeating,1
1724,defeating the,2
1725,Without ever,0
1726,ever fighting,0
1727,Suntzu The,0
1728,War John,0
1729,John Minford,0
1730,Minford httpstcoKRlDKPzmPo,0
1731,kilnfiendpotter Why,0
1732,Why does,0
1733,does it,1
1734,it seem,2
1735,seem like,2
1736,like Japan,0
1737,Japan gets,0
1738,gets all,1
1739,the fun,1
1740,fun artwork,1
1741,artwork as,1
1742,as i,2
1743,i would,5
1744,would like,1
1745,like an,2
1746,an option,1
1747,option for,1
1748,for being,1
1749,being able,2
1750,able to,4
1751,have the,4
1752,the Japanese,0
1753,Japanese art,0
1754,art variants,1
1755,variants but,1
1756,but with,1
1757,with English,0
1758,English text,0
1759,text eg,0
1760,eg war,0
1761,the spark,1
1762,spark walkers,0
1763,walkers mystical,0
1764,mystical archive,0
1765,war then,2
1766,then is,0
1767,is governed,1
1768,governed by,1
1769,by five,1
1770,five constant,1
1771,constant factors,0
1772,factors to,0
1773,be taken,1
1774,taken into,1
1775,into account,1
1776,account in,1
1777,in ones,0
1778,ones deliberations,0
1779,deliberations when,0
1780,when seeking,1
1781,seeking to,1
1782,to determine,1
1783,determine the,1
1784,the conditions,1
1785,conditions obtaining,1
1786,obtaining in,1
1787,the field,0
1788,field LAYINGPLANS,0
1789,LAYINGPLANS quote,0
1790,English fans,0
1791,fans can,1
1792,can go,1
1793,go fuck,1
1794,fuck themselves,0
1795,v ðŸ,0
1796,ðŸ ðŸ,0
1797,ðŸ Politics,0
1798,Politics its,0
1799,its a,3
1800,a dirty,1
1801,dirty game,0
1802,game most,0
1803,most fight,1
1804,fight with,2
1805,with emotions,0
1806,emotions some,0
1807,some have,1
1808,have mastered,2
1809,mastered the,3
1810,The PaulBiya,0
1811,PaulBiya ongoing,0
1812,ongoing war,1
1813,BBCAfrica reporting,0
1814,reporting through,1
1815,through art,0
1816,art demonstrating,0
1817,demonstrating how,1
1818,how forgotten,1
1819,forgotten the,1
1820,is by,2
1821,the people,5
1822,people of,1
1823,the world,12
1824,world end,1
1825,end GenocideInSouthernCameroons,0
1826,art work,2
1827,work No,0
1828,No wake,0
1829,wake up,2
1830,up from,1
1831,from slumber,1
1832,The cycle,0
1833,cycle of,1
1834,of slave,1
1835,slave extermination,1
1836,extermination during,1
1837,during the,13
1838,war years,1
1839,years An,0
1840,An immortal,0
1841,immortal samurai,1
1842,samurai with,1
1843,with swords,1
1844,swords is,1
1845,is one,6
1846,one soul,1
1847,soul in,1
1848,the midst,3
1849,midst Neverending,0
1850,Neverending grilling,0
1851,grilling Each,0
1852,Each sword,0
1853,sword strike,1
1854,strike is,1
1855,is meant,1
1856,meant for,1
1857,for life,0
1858,cryptoartist NFTS,0
1859,NFTS NFTCommunity,0
1860,withFND httpstcoIahQej,0
1861,War httpstcoUTpPdZw,0
1862,quidbitxh What,0
1863,What an,0
1864,an insult,1
1865,insult to,1
1866,to Animal,0
1867,Animal Farm,0
1868,Farm and,0
1869,and the,51
1870,War to,0
1871,be in,3
1872,same list,2
1873,list as,1
1874,as the,7
1875,the rest,5
1876,rest ðŸðŸ,0
1877,Biggest Surprise,0
1878,Surprise The,0
1879,Fav New,0
1880,New Author,0
1881,Author Madeline,0
1882,Madeline Miller,0
1883,Newest Fictional,0
1884,Fictional Crush,0
1885,Crush Luc,0
1886,Luc Darkness,0
1887,Darkness Addie,0
1888,Addie Larue,0
1889,Newest Fav,0
1890,Fav Character,0
1891,Character Nikolai,0
1892,Nikolai Lantsov,0
1893,Lantsov SampB,0
1894,Book that,0
1895,that made,2
1896,made me,1
1897,me cry,0
1898,cry The,0
1899,The Nightingale,0
1900,Nightingale by,0
1901,by Kristen,0
1902,Kristen Hannah,0
1903,Hannah and,0
1904,and Song,0
1905,Song of,0
1906,of Achillies,0
1907,Achillies by,0
1908,by Madeline,0
1909,Dhemuth The,0
1910,The seaman,0
1911,seaman tales,1
1912,tales of,1
1913,of semen,0
1914,Can someone,0
1915,someone help,0
1916,help I,0
1917,I canât,0
1918,canât remember,0
1919,remember which,1
1920,which passage,1
1921,passage in,1
1922,in Sun,0
1923,Sun Tzuâs,0
1924,Tzuâs the,0
1925,War said,0
1926,said if,0
1927,you miss,1
1928,miss the,1
1929,the goal,0
1930,goal then,0
1931,then we,1
1932,we shall,1
1933,shall give,1
1934,give you,1
1935,you a,4
1936,a group,1
1937,group cuddle,0
1938,Asking the,0
1939,the AI,0
1940,AI to,0
1941,to continue,0
1942,hour rest,0
1943,rest year,0
1944,year anniversary,0
1945,anniversary lb,0
1946,lb python,0
1947,python metric,0
1948,metric tons,0
1949,tons meter,0
1950,meter tall,0
1951,tall yards,0
1952,yards of,1
1953,of luck,1
1954,luck blindfolded,0
1955,blindfolded jugglers,0
1956,jugglers robes,0
1957,robes coats,0
1958,coats of,1
1959,of arms,0
1960,arms fine,0
1961,fine art,0
1962,art kidneys,0
1963,kidneys buffalo,0
1964,buffalo The,0
1965,The complete,0
1966,complete work,0
1967,work Year,0
1968,Year War,0
1969,War httpstcoTniYmnn,0
1970,the stupid,1
1971,stupid man,1
1972,man has,2
1973,has no,1
1974,no fear,1
1975,fear of,2
1976,of death,0
1977,death Tu,0
1978,Tu Mus,0
1979,Mus commentary,0
1980,commentary on,1
1981,Tzus The,0
1982,War Chapter,0
1983,Chapter Attack,0
1984,Attack by,0
1985,by Stratagem,0
1986,Stratagem httpstcofRxuehFAs,0
1987,husainhaqqani You,0
1988,You guys,0
1989,guys have,2
1990,have become,3
1991,become master,1
1992,master of,1
1993,of Complaining,0
1994,Complaining mate,0
1995,mate U,0
1996,U have,0
1997,have successfully,1
1998,successfully made,1
1999,made around,1
2000,around trillion,1
2001,trillion USD,0
2002,USD by,0
2003,by Just,0
2004,Just complaining,0
2005,complaining last,1
2006,last years,0
2007,years But,0
2008,But you,0
2009,you must,5
2010,must realize,0
2011,realize journalists,0
2012,journalists are,1
2013,not going,1
2014,going to,9
2015,to win,6
2016,win war,2
2017,war for,11
2018,for you,6
2019,you but,2
2020,but yourself,0
2021,yourself Got,0
2022,Got it,0
2023,laviejoem Actually,0
2024,Actually hereâs,0
2025,hereâs one,0
2026,one for,1
2027,for each,1
2028,each of,1
2029,the last,3
2030,last seasons,0
2031,The Squirt,0
2032,Squirt and,0
2033,the Whale,0
2034,Lisa Simpson,0
2035,Simpson This,0
2036,This Isnât,0
2037,Isnât Your,0
2038,Your Life,0
2039,A Totally,0
2040,Totally Fun,0
2041,Fun Thing,0
2042,Thing That,0
2043,That Bart,0
2044,Bart Will,0
2045,Will Never,0
2046,Never Do,0
2047,Do Again,0
2048,Gorgeous Grandpa,0
2049,A Fatherâs,0
2050,Fatherâs Watch,0
2051,The Serfsons,0
2052,WooHoo Dunnit,0
2053,Bart the,0
2054,the Bad,0
2055,Bad Guy,0
2056,ZukoGodlimpi He,0
2057,He is,0
2058,is giving,1
2059,giving us,1
2060,us practical,1
2061,practical lessons,1
2062,lessons in,2
2063,Shreya Look,0
2064,Look Im,0
2065,Im more,0
2066,more of,2
2067,a comic,2
2068,comic than,1
2069,than movie,1
2070,movie kinda,1
2071,kinda guy,1
2072,guy just,1
2073,just like,5
2074,like I,0
2075,I am,0
2076,am with,1
2077,with manga,1
2078,manga and,1
2079,and anime,0
2080,anime Original,0
2081,Original art,0
2082,and story,1
2083,story telling,0
2084,telling Infinity,0
2085,Infinity War,0
2086,and End,0
2087,End Game,0
2088,Game were,0
2089,were disappointing,1
2090,disappointing to,1
2091,to me,5
2092,me since,1
2093,since it,1
2094,it has,6
2095,has not,2
2096,not stuck,1
2097,stuck to,1
2098,to its,2
2099,its main,1
2100,main material,1
2101,material source,1
2102,source dnt,1
2103,dnt get,1
2104,get me,2
2105,me started,1
2106,started on,1
2107,the over,2
2108,over hyped,1
2109,hyped Hulk,0
2110,Hulk who,0
2111,who was,1
2112,was butcherd,0
2113,special mentions,0
2114,The Night,0
2115,Night Circus,0
2116,Circus by,0
2117,by Erin,0
2118,Erin Morgenstern,0
2119,The Secret,0
2120,Secret History,0
2121,History by,0
2122,by Donna,0
2123,Donna Tartt,0
2124,ðŸThe Art,0
2125,Sun TzuðŸ,0
2126,for only,1
2127,only ðŸPhp,0
2128,ðŸPhp ðŸ,0
2129,ðŸDM to,0
2130,to avail,1
2131,avail httpstcokoaFsYOt,0
2132,vyhtheas Also,0
2133,Also Art,0
2134,War is,0
2135,is best,1
2136,best Healer,0
2137,Healer AoE,0
2138,AoE attack,0
2139,attack Itâs,0
2140,Itâs instant,0
2141,instant cast,1
2142,cast and,1
2143,and strong,4
2144,strong available,0
2145,available in,1
2146,the ARR,0
2147,ARR level,0
2148,level range,0
2149,range Problem,0
2150,Problem is,0
2151,is youâre,0
2152,youâre in,0
2153,the crowd,0
2154,crowd meaning,0
2155,meaning youâll,0
2156,youâll be,0
2157,be running,1
2158,running around,1
2159,around a,1
2160,a lot,15
2161,lot if,1
2162,you wan,0
2163,wan na,0
2164,na hit,0
2165,hit the,1
2166,the mobs,0
2167,mobs But,0
2168,can still,1
2169,still hit,1
2170,hit people,1
2171,people while,1
2172,while running,0
2173,running so,0
2174,so itâs,0
2175,itâs a,0
2176,a plus,0
2177,LeratoMannya Tried,0
2178,Tried reading,0
2179,reading the,11
2180,war and,36
2181,and my,4
2182,my brain,1
2183,brain frozeðŸ,0
2184,Due to,0
2185,II the,0
2186,the demand,1
2187,demand for,1
2188,for silver,1
2189,silver and,1
2190,and gold,1
2191,gold was,1
2192,was increased,0
2193,increased Hence,0
2194,Hence to,0
2195,to meet,1
2196,the requirements,1
2197,requirements the,1
2198,new coinage,1
2199,coinage of,1
2200,of copper,1
2201,copper was,1
2202,was minted,0
2203,Know More,0
2204,More httpstcoMQNLRSX,0
2205,worldwar ww,0
2206,ww history,0
2207,history war,0
2208,war wwii,0
2209,wwii military,0
2210,military germany,0
2211,germany army,0
2212,army worldwartwo,0
2213,worldwartwo soldier,0
2214,soldier tank,0
2215,tank meme,0
2216,meme usa,0
2217,usa art,0
2218,art httpstcoPulPAPKY,0
2219,War Every,0
2220,Every Episode,0
2221,Episode httpstcoyrGMNj,0
2222,httpstcoyrGMNj via,0
2223,danwickes The,0
2224,THE ART,0
2225,WAR BY,0
2226,BY SUN,0
2227,SUN TZU,0
2228,TZU BOOK,0
2229,BOOK CUTIE,0
2230,CUTIE ðŸºðŸºðŸºðŸºðŸºðŸºðŸºðŸºðŸºðŸºðŸºðŸºðŸºðŸºâœâœ,0
2231,Clausewitz No,0
2232,No The,0
2233,The means,0
2234,means of,1
2235,war Force,0
2236,Force equiped,0
2237,equiped by,1
2238,by inventions,1
2239,inventions of,1
2240,art and,21
2241,and science,1
2242,science eg,0
2243,eg a,0
2244,a cannon,0
2245,The object,0
2246,object of,1
2247,war To,0
2248,To impose,0
2249,impose your,1
2250,your will,1
2251,will on,1
2252,enemy by,1
2253,by rendering,1
2254,rendering them,1
2255,them powerless,1
2256,powerless military,0
2257,military strategy,0
2258,Octogenarian idol,0
2259,idol maker,1
2260,maker Mahadev,0
2261,Mahadev Pal,0
2262,Pal Jiâs,0
2263,Jiâs craft,0
2264,craft taught,1
2265,taught him,1
2266,him the,1
2267,of survival,1
2268,survival through,1
2269,through adversity,1
2270,adversity amp,0
2271,amp how,0
2272,how to,8
2273,to thrive,1
2274,thrive in,1
2275,in life,0
2276,His insightful,0
2277,insightful learnings,1
2278,learnings are,1
2279,are something,1
2280,something all,1
2281,all of,8
2282,of us,4
2283,us can,1
2284,can draw,1
2285,draw inspiration,1
2286,inspiration from,1
2287,from in,1
2288,in these,1
2289,these challenging,1
2290,challenging timesâ,0
2291,warundpeace The,0
2292,The book,0
2293,book in,2
2294,in which,3
2295,which Sun,0
2296,Tzu says,0
2297,says To,0
2298,To know,0
2299,know your,5
2300,enemy you,1
2301,must become,1
2302,become your,1
2303,is called,1
2304,War not,0
2305,not The,0
2306,of Democracy,0
2307,gtconwayd He,0
2308,is sharing,2
2309,sharing his,2
2310,his methodology,0
2311,methodology and,0
2312,and we,2
2313,we would,3
2314,would do,4
2315,do well,2
2316,well to,2
2317,pay attention,0
2318,âœKnow thy,0
2319,thy self,0
2320,self know,0
2321,know thy,7
2322,thy enemy,0
2323,enemy A,0
2324,A thousand,0
2325,thousand battles,0
2326,battles a,0
2327,a thousand,10
2328,thousand victoriesâ,0
2329,SylviaZ He,0
2330,the practical,2
2331,practical art,2
2332,best thing,2
2333,thing of,2
2334,take the,6
2335,the enemyâs,0
2336,enemyâs country,0
2337,country whole,2
2338,whole and,2
2339,and intact,0
2340,intact to,0
2341,to shatter,2
2342,shatter and,2
2343,and destroy,2
2344,destroy it,2
2345,it is,19
2346,not so,2
2347,so good,0
2348,good So,0
2349,So too,0
2350,too it,0
2351,is better,1
2352,better to,1
2353,to recapture,1
2354,recapture an,1
2355,army entire,1
2356,entire than,1
2357,than to,1
2358,to destroy,1
2359,The Lt,0
2360,Lt Gov,0
2361,Gov of,0
2362,of GA,0
2363,GeoffDuncanGA is,0
2364,a fool,0
2365,fool He,0
2366,He was,0
2367,was just,1
2368,just on,2
2369,FoxNews with,0
2370,TGowdySC suggesting,0
2371,suggesting we,1
2372,we LISTEN,0
2373,LISTEN and,0
2374,and COMPROMISE,0
2375,COMPROMISE with,0
2376,with DemsTHE,0
2377,DemsTHE ART,0
2378,OF THE,0
2379,THE COMPROMISE,0
2380,COMPROMISE he,0
2381,he says,0
2382,says wake,0
2383,wake TF,0
2384,TF up,0
2385,up WERE,0
2386,WERE AT,0
2387,AT WAR,0
2388,WAR for,0
2389,the future,2
2390,future of,2
2391,of our,6
2392,our Country,0
2393,Country Dems,0
2394,Dems are,0
2395,are the,10
2396,enemy of,1
2397,people No,0
2398,No wonder,0
2399,wonder we,1
2400,we lost,1
2401,lost GA,0
2402,TaxpayersUnion Youd,0
2403,Youd need,0
2404,need to,10
2405,read The,0
2406,by Sunzi,0
2407,Sunzi Decider,0
2408,Decider to,0
2409,to understand,4
2410,understand why,1
2411,why trouble,1
2412,trouble makers,1
2413,makers get,1
2414,get the,2
2415,the money,1
2416,money and,1
2417,and peaceful,1
2418,peaceful activists,1
2419,activists get,1
2420,get ignored,0
2421,Habs following,0
2422,following the,1
2423,MapleLeafs is,0
2424,is based,4
2425,based on,9
2426,your friends,1
2427,friends close,1
2428,close and,1
2429,and your,0
2430,And I,0
2431,I see,0
2432,see those,1
2433,those other,1
2434,other people,1
2435,people in,3
2436,the quotes,1
2437,quotes being,1
2438,being like,2
2439,like âœEMs,0
2440,âœEMs this,0
2441,this youâ,0
2442,youâ Why,0
2443,Why are,0
2444,are yâall,0
2445,yâall making,0
2446,making this,2
2447,this a,1
2448,a shipping,1
